Strategy,Timeframe,Fast_EMA,Slow_EMA,Method,Initial_Capital,Final_Equity,Net_PnL_USD,Total_Return_Pct,CAGR_Pct,Alpha_vs_ETH_Pct,Max_Drawdown_Pct,Max_Drawdown_USD,Avg_Drawdown_Pct,Peak_Equity_Time,MDD_Trough_Time,Max_DD_Duration_Hours,Recovery_Factor,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Omega_Ratio,Composite_Score,Total_Trades,Win_Rate_Pct,Loss_Rate_Pct,Profit_Factor,Expectancy_Pct,Expectancy_USD,Avg_Win_Pct,Avg_Loss_Pct,Payoff_Ratio,Max_Cons_Wins,Max_Cons_Losses,Best_Trade_Pct,Worst_Trade_Pct,Avg_Holding_Hours,Long_Trades_Count,Long_Win_Rate_Pct,Long_Net_PnL_USD,Short_Trades_Count,Short_Win_Rate_Pct,Short_Net_PnL_USD,Exposure_Pct,Total_Fees_USD,Fee_Drag_Pct,Pos_Months,Neg_Months,Best_Month,Worst_Month,M_Jan,M_Feb,M_Mar,M_Apr,M_May,M_Jun
EMA_SAR_35_75_30m,30m,35,75,Stop-and-Reverse (SAR),10000.0,9677.99,-322.01,-3.22,-6.39,43.88,47.28,7551.24,27.41,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.04,0.16,0.22,-0.14,1.0,6.6,100,34.0,66.0,0.98,0.06,-3.22,3.71,1.83,2.03,3,8,30.13,-5.84,43.2,50,34.0,-2875.82,50,34.0,2553.79,99.4,1000.0,10.0,2,4,Jan (+33.96%),Apr (-19.15%),33.96,-2.41,-13.76,-19.15,-4.85,11.58
EMA_SAR_85_120_5m,5m,85,120,Stop-and-Reverse (SAR),10000.0,9673.1,-326.9,-3.27,-6.48,43.83,37.32,5662.64,18.07,2026-02-07T04:20,2026-06-29T16:50,3451.6,-0.06,0.19,0.25,-0.17,1.0,11.6,318,27.7,72.3,0.99,0.02,-1.03,2.82,1.04,2.7,3,15,23.53,-4.6,13.6,159,27.7,-2620.72,159,27.7,2293.8,99.9,3180.0,31.8,3,3,Feb (+20.10%),May (-20.83%),19.54,20.1,-18.93,5.72,-20.83,-0.72
EMA_SAR_165_195_1h,1h,165,195,Stop-and-Reverse (SAR),10000.0,9662.97,-337.03,-3.37,-6.68,43.73,38.03,5059.13,19.55,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.07,0.12,0.16,-0.18,1.0,12.1,20,25.0,75.0,0.95,0.23,-16.85,13.27,4.11,3.23,1,4,32.01,-6.12,214.7,10,20.0,-2839.96,10,30.0,2502.91,98.9,200.0,2.0,4,2,Jan (+12.72%),Mar (-22.37%),12.72,3.75,-22.37,4.94,-1.2,2.66
EMA_SAR_30_110_1h,1h,30,110,Stop-and-Reverse (SAR),10000.0,9661.92,-338.08,-3.38,-6.7,43.72,41.26,5490.84,24.03,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.06,0.14,0.19,-0.16,1.0,9.7,44,27.3,72.7,0.96,0.1,-7.68,7.19,2.56,2.8,2,10,28.5,-5.66,97.6,22,27.3,-2952.73,22,27.3,2614.66,98.9,440.0,4.4,3,3,Jan (+11.85%),Mar (-11.32%),11.85,-10.54,-11.32,-8.65,6.75,11.65
EMA_SAR_5_200_30m,30m,5,200,Stop-and-Reverse (SAR),10000.0,9654.16,-345.84,-3.46,-6.85,43.64,38.44,5771.82,21.9,2026-02-06T00:00,2026-06-23T01:00,3479.5,-0.06,0.15,0.21,-0.18,1.0,7.4,138,25.4,74.6,0.97,0.03,-2.51,3.54,1.17,3.04,3,11,28.83,-4.63,31.3,69,18.8,-3160.43,69,31.9,2814.57,99.4,1380.0,13.8,1,5,Jan (+25.89%),Mar (-14.81%),25.89,-2.62,-14.81,-0.41,-0.22,-6.98
EMA_SAR_85_140_1h,1h,85,140,Stop-and-Reverse (SAR),10000.0,9651.8,-348.2,-3.48,-6.9,43.62,41.44,5621.21,21.46,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.06,0.11,0.15,-0.17,1.0,9.3,28,17.9,82.1,0.95,0.22,-12.44,15.23,3.04,5.01,1,8,35.22,-9.26,153.3,14,14.3,-2692.61,14,21.4,2344.4,98.9,280.0,2.8,3,3,Jan (+16.57%),Mar (-13.21%),16.57,-5.39,-13.21,-7.3,2.03,6.61
EMA_SAR_40_195_1h,1h,40,195,Stop-and-Reverse (SAR),10000.0,9649.99,-350.01,-3.5,-6.93,43.6,41.8,5745.38,21.84,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.06,0.12,0.16,-0.17,1.0,9.2,36,19.4,80.6,0.95,0.13,-9.72,11.14,2.53,4.4,2,10,28.79,-8.68,119.2,18,16.7,-2934.57,18,22.2,2584.57,98.9,360.0,3.6,3,3,Jan (+16.02%),Mar (-17.13%),16.02,-1.8,-17.13,-4.67,1.27,5.87
EMA_SAR_10_145_1h,1h,10,145,Stop-and-Reverse (SAR),10000.0,9647.67,-352.33,-3.52,-6.98,43.58,39.71,5386.95,22.04,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.07,0.13,0.18,-0.18,1.0,11.7,66,22.7,77.3,0.96,0.07,-5.34,6.44,1.81,3.57,2,10,30.32,-5.46,65.0,33,15.2,-2987.87,33,30.3,2635.54,98.9,660.0,6.6,4,2,Jan (+14.88%),Mar (-25.57%),14.88,4.89,-25.57,-5.15,7.67,5.33
EMA_SAR_35_185_1h,1h,35,185,Stop-and-Reverse (SAR),10000.0,9646.5,-353.5,-3.54,-7.0,43.56,44.55,6279.25,24.86,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.06,0.13,0.17,-0.16,1.0,8.5,38,18.4,81.6,0.95,0.12,-9.3,11.37,2.42,4.71,2,10,29.21,-7.32,113.0,19,15.8,-2961.27,19,21.1,2607.77,98.9,380.0,3.8,3,3,Jan (+19.36%),Mar (-18.33%),19.36,-6.95,-18.33,-5.95,4.33,8.38
EMA_SAR_45_185_30m,30m,45,185,Stop-and-Reverse (SAR),10000.0,9644.77,-355.23,-3.55,-7.03,43.55,43.12,6428.56,26.79,2026-02-06T00:00,2026-04-29T10:00,3479.5,-0.06,0.15,0.2,-0.16,1.0,9.3,56,30.4,69.6,0.96,0.07,-6.34,5.66,2.37,2.39,2,10,27.27,-6.35,77.1,28,25.0,-3072.04,28,35.7,2716.8,99.4,560.0,5.6,3,3,Jan (+24.59%),Feb (-11.32%),24.59,-11.32,-10.74,-10.57,2.39,6.82
EMA_SAR_20_35_1h,1h,20,35,Stop-and-Reverse (SAR),10000.0,9641.2,-358.8,-3.59,-7.11,43.51,46.7,7137.52,26.77,2026-02-05T23:00,2026-05-27T08:00,3480.0,-0.05,0.15,0.2,-0.15,1.0,6.5,96,34.4,65.6,0.97,0.05,-3.74,3.65,1.83,1.99,3,8,30.26,-6.47,44.7,48,33.3,-2990.36,48,35.4,2631.57,98.9,960.0,9.6,2,4,Jan (+29.47%),Apr (-22.73%),29.47,-1.9,-12.01,-22.73,-3.18,15.32
EMA_SAR_15_40_1h,1h,15,40,Stop-and-Reverse (SAR),10000.0,9640.26,-359.74,-3.6,-7.12,43.5,47.62,7306.23,25.29,2026-02-05T23:00,2026-05-27T08:00,3480.0,-0.05,0.14,0.2,-0.15,1.0,7.9,104,33.7,66.3,0.97,0.05,-3.46,3.54,1.72,2.05,3,10,29.73,-6.47,41.3,52,32.7,-2994.57,52,34.6,2634.85,98.9,1040.0,10.4,3,3,Jan (+29.92%),Apr (-23.55%),29.92,1.84,-10.23,-23.55,-9.45,17.24
EMA_SAR_5_110_30m,30m,5,110,Stop-and-Reverse (SAR),10000.0,9632.85,-367.15,-3.67,-7.27,43.43,37.71,5760.39,20.88,2026-02-06T00:00,2026-05-31T13:00,3479.5,-0.06,0.15,0.2,-0.19,1.0,9.2,202,24.3,75.7,0.98,0.03,-1.82,3.19,0.99,3.23,3,21,29.97,-4.63,21.4,101,22.8,-2993.24,101,25.7,2626.0,99.4,2020.0,20.2,2,4,Jan (+28.10%),May (-13.73%),28.1,-0.73,-6.54,-6.41,-13.73,0.37
EMA_SAR_95_160_1h,1h,95,160,Stop-and-Reverse (SAR),10000.0,9628.7,-371.3,-3.71,-7.35,43.39,39.57,5232.24,20.42,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.07,0.1,0.14,-0.19,1.0,8.0,24,20.8,79.2,0.95,0.22,-15.47,14.62,3.56,4.1,1,6,33.43,-9.82,178.9,12,16.7,-2788.56,12,25.0,2417.25,98.9,240.0,2.4,2,4,Jan (+13.07%),Mar (-9.68%),13.07,-5.96,-9.68,-3.77,-1.52,5.8
EMA_SAR_45_195_30m,30m,45,195,Stop-and-Reverse (SAR),10000.0,9621.96,-378.04,-3.78,-7.48,43.32,45.38,6663.9,27.57,2026-02-06T00:00,2026-04-29T10:00,3479.5,-0.06,0.14,0.19,-0.16,1.0,8.5,54,29.6,70.4,0.96,0.07,-7.0,5.95,2.41,2.47,2,10,27.06,-6.35,80.0,27,25.9,-3035.24,27,33.3,2657.18,99.4,540.0,5.4,3,3,Jan (+22.73%),Feb (-12.74%),22.73,-12.74,-11.23,-12.24,5.44,9.38
EMA_SAR_20_185_30m,30m,20,185,Stop-and-Reverse (SAR),10000.0,9618.6,-381.4,-3.81,-7.54,43.29,43.05,6520.61,26.88,2026-02-06T00:00,2026-03-09T23:30,3479.5,-0.06,0.14,0.18,-0.18,1.0,9.1,84,25.0,75.0,0.96,0.05,-4.54,5.03,1.62,3.11,2,13,28.48,-5.46,51.4,42,19.0,-3094.95,42,31.0,2713.58,99.4,840.0,8.4,3,3,Jan (+26.96%),Mar (-17.48%),26.96,-4.22,-17.48,-7.27,0.31,3.06
EMA_SAR_5_85_30m,30m,5,85,Stop-and-Reverse (SAR),10000.0,9618.79,-381.21,-3.81,-7.54,43.29,38.68,5918.32,20.44,2026-02-06T00:00,2026-06-02T05:00,3479.5,-0.06,0.16,0.22,-0.19,1.0,9.1,238,23.1,76.9,0.98,0.02,-1.6,3.12,0.92,3.4,3,17,19.33,-4.63,18.1,119,21.8,-3181.15,119,24.4,2800.04,99.4,2380.0,23.8,2,4,Jan (+24.25%),May (-10.65%),24.25,3.65,-8.66,-7.77,-10.65,-0.78
EMA_SAR_10_175_1h,1h,10,175,Stop-and-Reverse (SAR),10000.0,9616.59,-383.41,-3.83,-7.58,43.27,41.76,5747.47,23.93,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.07,0.11,0.15,-0.18,1.0,10.8,62,19.4,80.6,0.96,0.09,-6.18,7.82,1.77,4.42,2,12,30.33,-5.46,69.2,31,16.1,-2859.56,31,22.6,2476.16,98.9,620.0,6.2,4,2,Jan (+16.49%),Mar (-24.47%),16.49,1.03,-24.47,-6.38,9.52,5.52
EMA_SAR_10_160_1h,1h,10,160,Stop-and-Reverse (SAR),10000.0,9615.7,-384.3,-3.84,-7.6,43.26,42.13,5789.58,23.21,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.07,0.12,0.16,-0.18,1.0,10.8,66,21.2,78.8,0.96,0.06,-5.82,6.93,1.79,3.88,2,11,30.34,-5.46,65.0,33,15.2,-2953.86,33,27.3,2569.55,98.9,660.0,6.6,4,2,Jan (+16.31%),Mar (-25.93%),16.31,5.14,-25.93,-9.0,8.38,7.63
EMA_SAR_20_115_1h,1h,20,115,Stop-and-Reverse (SAR),10000.0,9613.24,-386.76,-3.87,-7.65,43.23,41.46,5681.71,23.82,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.07,0.12,0.17,-0.18,1.0,9.4,48,31.2,68.8,0.96,0.09,-8.06,6.17,2.68,2.31,2,10,29.98,-5.55,89.4,24,25.0,-3035.95,24,37.5,2649.19,98.9,480.0,4.8,3,3,Jan (+15.82%),Mar (-13.77%),15.82,-7.57,-13.77,-9.88,8.12,6.87
EMA_SAR_80_150_1h,1h,80,150,Stop-and-Reverse (SAR),10000.0,9612.17,-387.83,-3.88,-7.67,43.22,41.86,5677.21,21.31,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.07,0.1,0.13,-0.18,1.0,7.2,26,19.2,80.8,0.95,0.23,-14.92,15.4,3.38,4.56,1,6,35.22,-9.75,165.1,13,15.4,-2694.53,13,23.1,2306.68,98.9,260.0,2.6,2,4,Jan (+16.54%),Mar (-11.62%),16.54,-6.47,-11.62,-6.03,-0.74,6.98
EMA_SAR_140_200_1h,1h,140,200,Stop-and-Reverse (SAR),10000.0,9603.03,-396.97,-3.97,-7.85,43.13,39.5,5262.07,20.24,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.08,0.1,0.13,-0.2,1.0,11.3,18,27.8,72.2,0.94,0.24,-22.05,13.05,4.69,2.78,1,4,32.69,-7.99,238.5,9,22.2,-2817.79,9,33.3,2420.82,98.9,180.0,1.8,4,2,Jan (+12.91%),Mar (-25.32%),12.91,5.77,-25.32,4.79,-1.71,4.54
EMA_SAR_25_110_1h,1h,25,110,Stop-and-Reverse (SAR),10000.0,9601.98,-398.02,-3.98,-7.87,43.12,42.86,5717.65,24.51,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.07,0.12,0.16,-0.18,1.0,8.9,46,30.4,69.6,0.95,0.08,-8.65,6.44,2.7,2.38,2,10,28.51,-5.55,93.3,23,26.1,-2999.47,23,34.8,2601.44,98.9,460.0,4.6,3,3,Jan (+12.12%),Mar (-15.35%),12.12,-9.03,-15.35,-8.43,9.06,11.36
EMA_SAR_125_200_1h,1h,125,200,Stop-and-Reverse (SAR),10000.0,9599.96,-400.04,-4.0,-7.9,43.1,39.66,5291.87,20.14,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.08,0.1,0.13,-0.2,1.0,11.2,18,27.8,72.2,0.94,0.23,-22.22,13.22,4.77,2.77,1,4,32.25,-7.88,238.5,9,22.2,-2838.07,9,33.3,2438.03,98.9,180.0,1.8,4,2,Jan (+13.11%),Mar (-21.46%),13.11,3.17,-21.46,4.24,-3.95,4.61
EMA_SAR_30_175_1h,1h,30,175,Stop-and-Reverse (SAR),10000.0,9587.98,-412.02,-4.12,-8.14,42.98,45.27,6242.76,25.52,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.07,0.1,0.14,-0.18,1.0,8.0,36,19.4,80.6,0.95,0.12,-11.44,11.67,2.67,4.37,2,8,28.99,-7.02,119.2,18,16.7,-2901.76,18,22.2,2489.75,98.9,360.0,3.6,3,3,Jan (+16.63%),Mar (-15.59%),16.63,-9.84,-15.59,-8.93,6.23,11.65
EMA_SAR_45_90_30m,30m,45,90,Stop-and-Reverse (SAR),10000.0,9588.35,-411.65,-4.12,-8.13,42.98,44.12,6829.54,27.32,2026-02-06T00:00,2026-03-04T12:00,3479.5,-0.06,0.13,0.18,-0.18,1.0,7.1,84,31.0,69.0,0.97,0.04,-4.9,4.39,1.9,2.31,3,9,29.16,-5.55,51.4,42,26.2,-3111.95,42,35.7,2700.31,99.4,840.0,8.4,2,4,Jan (+29.70%),Feb (-12.68%),29.7,-12.68,-7.83,-9.74,-0.12,1.89
EMA_SAR_80_125_5m,5m,80,125,Stop-and-Reverse (SAR),10000.0,9582.72,-417.28,-4.17,-8.24,42.93,37.39,5636.1,18.54,2026-02-07T04:20,2026-06-29T16:50,3451.6,-0.07,0.16,0.21,-0.22,1.0,11.1,328,26.2,73.8,0.99,0.02,-1.27,2.88,1.0,2.89,3,15,23.53,-4.6,13.2,164,26.2,-2657.46,164,26.2,2240.2,99.9,3280.0,32.8,3,3,Jan (+18.98%),May (-20.46%),18.98,16.95,-17.71,6.29,-20.46,-1.01
EMA_SAR_50_75_30m,30m,50,75,Stop-and-Reverse (SAR),10000.0,9583.38,-416.62,-4.17,-8.22,42.93,44.36,6957.55,27.78,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.06,0.13,0.18,-0.19,1.0,7.0,84,34.5,65.5,0.97,0.05,-4.96,3.99,2.03,1.96,4,8,28.79,-6.33,51.4,42,31.0,-3007.97,42,38.1,2591.32,99.4,840.0,8.4,2,4,Jan (+31.46%),Apr (-17.36%),31.46,-7.99,-11.04,-17.36,-0.33,8.13
EMA_SAR_175_180_1h,1h,175,180,Stop-and-Reverse (SAR),10000.0,9576.33,-423.67,-4.24,-8.36,42.86,39.52,5257.22,20.37,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.08,0.09,0.12,-0.21,1.0,11.1,20,25.0,75.0,0.93,0.19,-21.18,13.13,4.13,3.18,1,4,31.92,-6.82,214.7,10,20.0,-2861.61,10,30.0,2437.94,98.9,200.0,2.0,4,2,Jan (+12.72%),Mar (-23.02%),12.72,2.55,-23.02,4.59,-1.29,4.24
EMA_SAR_40_85_30m,30m,40,85,Stop-and-Reverse (SAR),10000.0,9569.51,-430.49,-4.3,-8.49,42.8,43.25,6691.71,26.32,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.06,0.12,0.17,-0.2,1.0,7.2,86,33.7,66.3,0.96,0.04,-5.01,4.01,1.97,2.03,3,8,29.21,-5.84,50.2,43,30.2,-2974.66,43,37.2,2544.15,99.4,860.0,8.6,2,4,Jan (+29.62%),Apr (-17.14%),29.62,-3.36,-12.72,-17.14,-1.05,6.76
EMA_SAR_100_135_1h,1h,100,135,Stop-and-Reverse (SAR),10000.0,9568.11,-431.89,-4.32,-8.52,42.78,40.68,5389.26,20.73,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.08,0.08,0.11,-0.21,1.0,7.3,26,19.2,80.8,0.94,0.21,-16.61,15.32,3.39,4.52,1,6,34.02,-9.31,165.1,13,15.4,-2719.76,13,23.1,2287.85,98.9,260.0,2.6,2,4,Jan (+13.38%),Mar (-10.03%),13.38,-5.22,-10.03,-5.24,-2.25,6.83
EMA_SAR_10_65_1h,1h,10,65,Stop-and-Reverse (SAR),10000.0,9567.76,-432.24,-4.32,-8.53,42.78,41.58,6238.81,25.49,2026-02-05T23:00,2026-05-27T08:00,3480.0,-0.07,0.12,0.16,-0.21,1.0,7.6,94,31.9,68.1,0.96,0.04,-4.6,3.75,1.71,2.2,3,8,29.31,-5.81,45.7,47,27.7,-3240.02,47,36.2,2807.8,98.9,940.0,9.4,2,4,Jan (+27.05%),Mar (-9.24%),27.05,-9.05,-9.24,-8.06,-6.46,6.08
EMA_SAR_45_65_30m,30m,45,65,Stop-and-Reverse (SAR),10000.0,9566.25,-433.75,-4.34,-8.55,42.76,49.06,8026.33,28.32,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.05,0.12,0.17,-0.17,1.0,5.5,90,32.2,67.8,0.97,0.05,-4.82,4.28,1.96,2.19,3,8,31.08,-6.59,48.0,45,31.1,-2888.66,45,33.3,2454.87,99.4,900.0,9.0,2,4,Jan (+37.38%),Apr (-24.40%),37.38,-1.99,-13.11,-24.4,-3.19,11.71
EMA_SAR_150_200_1h,1h,150,200,Stop-and-Reverse (SAR),10000.0,9558.65,-441.35,-4.41,-8.7,42.69,38.4,5141.54,19.69,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.09,0.08,0.11,-0.23,1.0,11.3,20,25.0,75.0,0.93,0.17,-22.07,13.17,4.16,3.17,1,4,31.99,-6.56,214.7,10,20.0,-2901.42,10,30.0,2460.07,98.9,200.0,2.0,4,2,Jan (+13.56%),Mar (-21.51%),13.56,2.52,-21.51,5.03,-2.09,1.72
EMA_SAR_10_170_1h,1h,10,170,Stop-and-Reverse (SAR),10000.0,9557.62,-442.38,-4.42,-8.72,42.68,42.47,5887.85,24.19,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.08,0.09,0.12,-0.21,1.0,10.3,64,18.8,81.2,0.95,0.07,-6.91,7.78,1.71,4.56,2,12,30.3,-5.46,67.1,32,15.6,-2894.7,32,21.9,2452.35,98.9,640.0,6.4,4,2,Jan (+17.35%),Mar (-25.07%),17.35,1.38,-25.07,-7.71,10.23,5.38
EMA_SAR_10_85_1h,1h,10,85,Stop-and-Reverse (SAR),10000.0,9554.5,-445.5,-4.45,-8.78,42.65,41.3,5845.03,24.14,2026-02-05T23:00,2026-03-04T07:00,3480.0,-0.08,0.11,0.15,-0.21,1.0,9.2,86,27.9,72.1,0.96,0.04,-5.18,4.46,1.67,2.66,4,11,29.24,-5.84,49.9,43,20.9,-3252.73,43,34.9,2807.18,98.9,860.0,8.6,3,3,Jan (+19.80%),Feb (-9.21%),19.8,-9.21,-8.42,-6.94,1.32,1.72
EMA_SAR_35_195_30m,30m,35,195,Stop-and-Reverse (SAR),10000.0,9553.12,-446.88,-4.47,-8.81,42.63,45.87,6966.49,29.56,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.06,0.11,0.15,-0.19,1.0,7.9,64,28.1,71.9,0.95,0.04,-6.98,5.3,2.01,2.63,2,16,27.38,-5.55,67.5,32,21.9,-3144.22,32,34.4,2697.34,99.4,640.0,6.4,3,3,Jan (+27.07%),Mar (-16.60%),27.07,-13.17,-16.6,-7.37,1.83,10.05
EMA_SAR_40_90_30m,30m,40,90,Stop-and-Reverse (SAR),10000.0,9546.66,-453.34,-4.53,-8.93,42.57,42.8,6673.18,26.87,2026-02-06T00:00,2026-03-04T12:00,3479.5,-0.07,0.12,0.16,-0.21,1.0,8.9,88,35.2,64.8,0.96,0.04,-5.15,3.85,2.03,1.9,4,8,28.66,-6.33,49.1,44,34.1,-3070.17,44,36.4,2616.8,99.4,880.0,8.8,3,3,Jan (+30.62%),Apr (-14.48%),30.62,-7.23,-11.3,-14.48,0.85,2.98
EMA_SAR_25_135_30m,30m,25,135,Stop-and-Reverse (SAR),10000.0,9546.9,-453.1,-4.53,-8.93,42.57,43.99,6897.91,27.7,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.07,0.11,0.15,-0.2,1.0,6.8,86,31.4,68.6,0.96,0.04,-5.27,4.13,1.84,2.25,2,8,28.85,-5.82,50.2,43,25.6,-3160.3,43,37.2,2707.16,99.4,860.0,8.6,2,4,Jan (+31.35%),Mar (-14.93%),31.35,-6.5,-14.93,-10.34,-3.83,5.98
EMA_SAR_50_190_1h,1h,50,190,Stop-and-Reverse (SAR),10000.0,9546.76,-453.24,-4.53,-8.93,42.57,43.66,6104.77,23.41,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.07,0.07,0.09,-0.2,1.0,7.9,28,21.4,78.6,0.94,0.19,-16.19,13.1,3.33,3.93,2,6,35.32,-9.36,153.3,14,21.4,-2807.56,14,21.4,2354.32,98.9,280.0,2.8,3,3,Jan (+20.26%),Mar (-19.69%),20.26,-5.55,-19.69,-3.26,1.73,6.34
EMA_SAR_40_195_30m,30m,40,195,Stop-and-Reverse (SAR),10000.0,9541.73,-458.27,-4.58,-9.03,42.52,43.65,6476.21,27.29,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.07,0.11,0.15,-0.21,1.0,8.5,60,30.0,70.0,0.95,0.04,-7.64,5.22,2.17,2.4,2,12,27.43,-5.55,72.0,30,23.3,-3100.82,30,36.7,2642.56,99.4,600.0,6.0,3,3,Jan (+24.20%),Feb (-11.71%),24.2,-11.71,-11.6,-10.94,1.98,8.38
EMA_SAR_15_180_30m,30m,15,180,Stop-and-Reverse (SAR),10000.0,9541.59,-458.41,-4.58,-9.03,42.52,38.24,5591.33,24.42,2026-02-06T00:00,2026-05-15T03:00,3479.5,-0.08,0.11,0.15,-0.24,1.0,8.5,96,27.1,72.9,0.96,0.03,-4.77,4.24,1.53,2.77,4,11,29.02,-5.46,45.0,48,20.8,-3042.82,48,33.3,2584.42,99.4,960.0,9.6,2,4,Jan (+22.63%),Mar (-14.42%),22.63,-4.86,-14.42,-4.8,-1.92,2.35
EMA_SAR_15_190_1h,1h,15,190,Stop-and-Reverse (SAR),10000.0,9535.83,-464.17,-4.64,-9.14,42.46,43.31,6027.44,24.68,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.08,0.08,0.11,-0.21,1.0,8.2,44,20.5,79.5,0.94,0.09,-10.55,9.35,2.3,4.07,2,10,29.55,-5.59,97.6,22,18.2,-3005.23,22,22.7,2541.06,98.9,440.0,4.4,3,3,Jan (+17.80%),Mar (-23.33%),17.8,-1.63,-23.33,-7.88,11.21,4.78
EMA_SAR_5_140_30m,30m,5,140,Stop-and-Reverse (SAR),10000.0,9536.36,-463.64,-4.64,-9.13,42.46,38.4,5881.23,21.04,2026-02-06T00:00,2026-06-23T01:00,3479.5,-0.08,0.11,0.15,-0.24,1.0,6.8,170,23.5,76.5,0.97,0.02,-2.73,3.64,1.06,3.45,3,19,29.7,-4.63,25.4,85,21.2,-3091.83,85,25.9,2628.16,99.4,1700.0,17.0,1,5,Jan (+28.45%),May (-13.17%),28.45,-3.52,-7.21,-0.81,-13.17,-3.71
EMA_SAR_30_200_30m,30m,30,200,Stop-and-Reverse (SAR),10000.0,9533.19,-466.81,-4.67,-9.19,42.43,45.85,7054.91,29.42,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.07,0.1,0.14,-0.2,1.0,7.8,64,28.1,71.9,0.95,0.04,-7.29,5.33,2.03,2.62,2,12,27.11,-5.84,67.5,32,21.9,-3172.75,32,34.4,2705.95,99.4,640.0,6.4,3,3,Jan (+28.73%),Mar (-16.74%),28.73,-10.79,-16.74,-9.22,1.36,8.34
EMA_SAR_10_135_30m,30m,10,135,Stop-and-Reverse (SAR),10000.0,9529.84,-470.16,-4.7,-9.26,42.4,39.68,5948.42,23.35,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.08,0.11,0.15,-0.23,1.0,8.0,144,25.0,75.0,0.97,0.02,-3.27,3.67,1.15,3.19,3,11,29.4,-4.63,30.0,72,23.6,-3032.75,72,26.4,2562.56,99.4,1440.0,14.4,2,4,Jan (+25.64%),May (-9.31%),25.64,-6.34,-6.65,-6.34,-9.31,2.12
EMA_SAR_15_155_1h,1h,15,155,Stop-and-Reverse (SAR),10000.0,9526.75,-473.25,-4.73,-9.32,42.37,40.92,5701.16,23.33,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.08,0.08,0.11,-0.23,1.0,8.9,56,25.0,75.0,0.95,0.08,-8.45,6.59,2.09,3.15,2,10,30.35,-6.1,76.7,28,17.9,-2922.97,28,32.1,2449.71,98.9,560.0,5.6,3,3,Jan (+17.93%),Mar (-20.56%),17.93,-0.02,-20.56,-8.66,9.39,1.8
EMA_SAR_50_180_1h,1h,50,180,Stop-and-Reverse (SAR),10000.0,9527.1,-472.9,-4.73,-9.31,42.37,43.94,6146.24,23.38,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.08,0.06,0.08,-0.21,1.0,7.7,30,20.0,80.0,0.94,0.17,-15.76,13.05,3.06,4.27,2,8,34.61,-10.48,143.1,15,20.0,-2838.83,15,20.0,2365.92,98.9,300.0,3.0,3,3,Jan (+20.34%),Mar (-17.69%),20.34,-7.29,-17.69,-3.52,0.86,6.62
EMA_SAR_10_155_1h,1h,10,155,Stop-and-Reverse (SAR),10000.0,9522.33,-477.67,-4.78,-9.4,42.32,41.12,5675.9,22.56,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.08,0.08,0.11,-0.23,1.0,10.5,68,22.1,77.9,0.95,0.05,-7.02,6.47,1.77,3.66,2,11,30.44,-5.46,63.1,34,14.7,-3028.08,34,29.4,2550.46,98.9,680.0,6.8,4,2,Jan (+16.88%),Mar (-24.72%),16.88,5.33,-24.72,-9.09,7.86,4.79
