Strategy,Timeframe,Fast_EMA,Slow_EMA,Method,Initial_Capital,Final_Equity,Net_PnL_USD,Total_Return_Pct,CAGR_Pct,Alpha_vs_ETH_Pct,Max_Drawdown_Pct,Max_Drawdown_USD,Avg_Drawdown_Pct,Peak_Equity_Time,MDD_Trough_Time,Max_DD_Duration_Hours,Recovery_Factor,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Omega_Ratio,Composite_Score,Total_Trades,Win_Rate_Pct,Loss_Rate_Pct,Profit_Factor,Expectancy_Pct,Expectancy_USD,Avg_Win_Pct,Avg_Loss_Pct,Payoff_Ratio,Max_Cons_Wins,Max_Cons_Losses,Best_Trade_Pct,Worst_Trade_Pct,Avg_Holding_Hours,Long_Trades_Count,Long_Win_Rate_Pct,Long_Net_PnL_USD,Short_Trades_Count,Short_Win_Rate_Pct,Short_Net_PnL_USD,Exposure_Pct,Total_Fees_USD,Fee_Drag_Pct,Pos_Months,Neg_Months,Best_Month,Worst_Month,M_Jan,M_Feb,M_Mar,M_Apr,M_May,M_Jun
EMA_SAR_60_190_1h,1h,60,190,Stop-and-Reverse (SAR),10000.0,8851.9,-1148.1,-11.48,-21.81,35.62,46.25,6460.82,25.36,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.18,-0.23,-0.3,-0.47,0.99,6.1,28,21.4,78.6,0.86,-0.08,-41.0,12.87,3.61,3.57,2,6,35.06,-10.09,153.3,14,21.4,-3127.47,14,21.4,1979.37,98.9,280.0,2.8,3,3,Jan (+20.05%),Mar (-21.05%),20.05,-7.08,-21.05,-3.49,0.68,3.45
EMA_SAR_130_150_30m,30m,130,150,Stop-and-Reverse (SAR),10000.0,8849.5,-1150.5,-11.51,-21.85,35.59,51.5,7171.85,30.16,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.16,-0.17,-0.23,-0.42,1.0,5.0,38,31.6,68.4,0.87,-0.1,-30.28,7.29,3.5,2.08,2,10,27.69,-11.26,113.6,19,31.6,-3095.0,19,31.6,1944.49,99.4,380.0,3.8,3,3,Jun (+16.68%),Feb (-18.91%),15.46,-18.91,-12.02,-9.59,1.83,16.68
EMA_SAR_30_185_30m,30m,30,185,Stop-and-Reverse (SAR),10000.0,8848.15,-1151.85,-11.52,-21.87,35.58,49.65,7690.43,32.22,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.15,-0.17,-0.22,-0.44,1.0,3.4,68,25.0,75.0,0.89,-0.07,-16.94,5.82,2.03,2.87,2,14,27.13,-6.46,63.5,34,20.6,-3439.14,34,29.4,2287.26,99.4,680.0,6.8,2,4,Jan (+29.58%),Mar (-18.09%),29.58,-14.07,-18.09,-10.33,-0.64,8.89
EMA_SAR_10_120_1h,1h,10,120,Stop-and-Reverse (SAR),10000.0,8848.07,-1151.93,-11.52,-21.87,35.58,43.24,6163.22,25.82,2026-02-05T23:00,2026-05-01T20:00,3480.0,-0.19,-0.19,-0.26,-0.51,0.99,7.0,76,21.1,78.9,0.88,-0.06,-15.16,5.87,1.64,3.58,2,18,30.18,-5.46,56.5,38,18.4,-3432.78,38,23.7,2280.84,98.9,760.0,7.6,3,3,Jan (+20.64%),Mar (-25.05%),20.64,-0.28,-25.05,-6.41,0.99,3.82
EMA_SAR_30_160_1h,1h,30,160,Stop-and-Reverse (SAR),10000.0,8846.13,-1153.87,-11.54,-21.91,35.56,46.31,6328.19,26.96,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.18,-0.2,-0.27,-0.47,0.99,6.1,44,15.9,84.1,0.86,-0.08,-26.22,11.74,2.31,5.08,2,9,28.25,-7.3,97.6,22,13.6,-3190.71,22,18.2,2036.84,98.9,440.0,4.4,3,3,Jan (+15.43%),Mar (-15.61%),15.43,-12.27,-15.61,-8.56,6.81,5.98
EMA_SAR_40_120_1h,1h,40,120,Stop-and-Reverse (SAR),10000.0,8846.02,-1153.98,-11.54,-21.91,35.56,49.37,6574.68,27.58,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.18,-0.19,-0.26,-0.44,0.99,5.2,36,22.2,77.8,0.86,-0.1,-32.05,10.44,3.11,3.36,2,8,27.25,-7.53,119.2,18,22.2,-3142.01,18,22.2,1988.04,98.9,360.0,3.6,3,3,Jun (+15.20%),Mar (-16.97%),11.37,-9.95,-16.97,-11.92,4.69,15.2
EMA_SAR_60_170_1h,1h,60,170,Stop-and-Reverse (SAR),10000.0,8843.12,-1156.88,-11.57,-21.96,35.53,47.2,6539.61,26.16,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.18,-0.24,-0.31,-0.47,0.99,5.8,28,17.9,82.1,0.85,-0.07,-41.32,15.43,3.44,4.48,1,6,35.17,-10.27,153.3,14,14.3,-3072.74,14,21.4,1915.86,98.9,280.0,2.8,3,3,Jan (+19.15%),Mar (-23.21%),19.15,-7.4,-23.21,-3.39,1.84,6.09
EMA_SAR_115_145_30m,30m,115,145,Stop-and-Reverse (SAR),10000.0,8834.92,-1165.08,-11.65,-22.11,35.45,49.04,6951.84,28.72,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.17,-0.18,-0.24,-0.45,1.0,3.6,42,33.3,66.7,0.87,-0.11,-27.74,5.98,3.16,1.89,2,10,27.6,-7.66,102.8,21,33.3,-3134.52,21,33.3,1969.42,99.4,420.0,4.2,2,4,Jan (+17.55%),Apr (-14.36%),17.55,-11.0,-13.39,-14.36,-1.95,16.12
EMA_SAR_5_85_1h,1h,5,85,Stop-and-Reverse (SAR),10000.0,8832.78,-1167.22,-11.67,-22.15,35.43,40.87,5852.87,25.83,2026-02-05T23:00,2026-05-26T15:00,3480.0,-0.2,-0.18,-0.25,-0.54,0.99,6.1,114,27.2,72.8,0.9,-0.04,-10.24,3.63,1.42,2.56,3,11,28.79,-5.46,37.7,57,21.1,-3528.74,57,33.3,2361.48,98.9,1140.0,11.4,2,4,Jan (+21.31%),Mar (-19.63%),21.31,-4.8,-19.63,-5.05,-1.43,1.67
EMA_SAR_25_95_1h,1h,25,95,Stop-and-Reverse (SAR),10000.0,8832.12,-1167.88,-11.68,-22.16,35.42,43.82,5961.61,26.84,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.2,-0.18,-0.25,-0.51,0.99,6.9,54,29.6,70.4,0.87,-0.1,-21.63,5.58,2.49,2.24,2,14,25.98,-5.15,79.5,27,25.9,-3487.18,27,33.3,2319.33,98.9,540.0,5.4,3,3,Jan (+14.34%),Feb (-14.42%),14.34,-14.42,-7.52,-12.41,4.96,6.16
EMA_SAR_25_150_1h,1h,25,150,Stop-and-Reverse (SAR),10000.0,8828.87,-1171.13,-11.71,-22.22,35.39,42.4,5755.48,24.84,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.2,-0.21,-0.28,-0.52,0.99,5.6,42,19.0,81.0,0.87,-0.08,-27.88,10.65,2.6,4.09,2,8,29.7,-5.79,102.2,21,19.0,-3181.44,21,19.0,2010.3,98.9,420.0,4.2,2,4,Jan (+14.66%),Mar (-19.83%),14.66,-6.32,-19.83,-5.56,9.3,-0.67
EMA_SAR_35_170_1h,1h,35,170,Stop-and-Reverse (SAR),10000.0,8829.48,-1170.52,-11.71,-22.21,35.39,46.03,6165.19,26.28,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.19,-0.21,-0.28,-0.48,0.99,6.2,38,18.4,81.6,0.85,-0.1,-30.8,11.32,2.68,4.22,2,8,29.23,-7.14,113.0,19,15.8,-3204.75,19,21.1,2034.26,98.9,380.0,3.8,3,3,Jan (+13.28%),Mar (-17.23%),13.28,-9.58,-17.23,-7.35,4.81,7.25
EMA_SAR_25_145_30m,30m,25,145,Stop-and-Reverse (SAR),10000.0,8829.21,-1170.79,-11.71,-22.21,35.39,45.67,6917.96,29.08,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.17,-0.17,-0.23,-0.49,1.0,4.6,88,29.5,70.5,0.9,-0.06,-13.3,4.12,1.81,2.28,3,11,28.38,-5.84,49.1,44,27.3,-3432.72,44,31.8,2261.92,99.4,880.0,8.8,2,4,Jan (+26.89%),Mar (-12.32%),26.89,-11.21,-12.32,-8.33,-6.43,4.21
EMA_SAR_65_195_1h,1h,65,195,Stop-and-Reverse (SAR),10000.0,8824.32,-1175.68,-11.76,-22.3,35.34,44.88,6121.99,24.54,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.19,-0.24,-0.32,-0.5,0.99,6.5,28,17.9,82.1,0.85,-0.11,-41.99,15.03,3.4,4.42,1,6,34.02,-9.93,153.3,14,14.3,-3164.1,14,21.4,1988.42,98.9,280.0,2.8,3,3,Jan (+16.74%),Mar (-18.64%),16.74,-6.57,-18.64,-3.77,0.29,3.04
EMA_SAR_20_145_1h,1h,20,145,Stop-and-Reverse (SAR),10000.0,8820.69,-1179.31,-11.79,-22.36,35.31,44.81,6109.61,25.41,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.19,-0.21,-0.29,-0.5,0.99,6.6,50,20.0,80.0,0.87,-0.07,-23.59,8.76,2.28,3.85,2,12,29.94,-5.13,85.9,25,20.0,-3177.62,25,20.0,1998.29,98.9,500.0,5.0,3,3,Jan (+15.18%),Mar (-18.12%),15.18,-5.8,-18.12,-12.14,10.74,2.04
EMA_SAR_65_180_1h,1h,65,180,Stop-and-Reverse (SAR),10000.0,8821.17,-1178.83,-11.79,-22.35,35.31,47.97,6657.68,26.38,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.18,-0.24,-0.32,-0.47,0.99,3.9,28,21.4,78.6,0.85,-0.08,-42.1,13.05,3.66,3.56,2,6,35.06,-10.09,153.3,14,21.4,-3081.34,14,21.4,1902.51,98.9,280.0,2.8,2,4,Jan (+19.28%),Mar (-22.11%),19.28,-7.08,-22.11,-4.28,-0.39,7.17
EMA_SAR_25_150_30m,30m,25,150,Stop-and-Reverse (SAR),10000.0,8819.99,-1180.01,-11.8,-22.37,35.3,46.1,6961.95,29.88,2026-02-06T00:00,2026-03-04T07:30,3479.5,-0.17,-0.17,-0.23,-0.49,1.0,4.5,84,31.0,69.0,0.9,-0.06,-14.05,4.05,1.9,2.13,3,11,28.36,-5.84,51.4,42,28.6,-3451.63,42,33.3,2271.57,99.4,840.0,8.4,2,4,Jan (+26.50%),Mar (-15.48%),26.5,-11.49,-15.48,-7.61,-2.64,3.61
EMA_SAR_125_160_30m,30m,125,160,Stop-and-Reverse (SAR),10000.0,8812.63,-1187.37,-11.87,-22.5,35.23,52.27,7287.48,30.27,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.16,-0.19,-0.25,-0.43,1.0,5.0,36,27.8,72.2,0.86,-0.09,-32.98,8.62,3.44,2.51,2,10,27.63,-10.44,120.0,18,27.8,-2985.87,18,27.8,1798.5,99.4,360.0,3.6,3,3,Jun (+16.20%),Feb (-17.18%),15.6,-17.18,-14.78,-9.48,2.69,16.2
EMA_SAR_115_180_30m,30m,115,180,Stop-and-Reverse (SAR),10000.0,8812.02,-1187.98,-11.88,-22.51,35.22,52.94,7498.12,30.1,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.16,-0.19,-0.26,-0.43,1.0,5.0,34,26.5,73.5,0.86,-0.1,-34.94,9.38,3.52,2.67,2,8,27.36,-10.44,127.0,17,29.4,-3026.14,17,23.5,1838.16,99.4,340.0,3.4,3,3,Jan (+17.37%),Mar (-16.47%),17.37,-14.86,-16.47,-11.05,2.31,16.01
EMA_SAR_50_190_30m,30m,50,190,Stop-and-Reverse (SAR),10000.0,8811.74,-1188.26,-11.88,-22.52,35.22,44.6,6327.37,27.87,2026-02-06T00:00,2026-04-29T10:00,3479.5,-0.19,-0.18,-0.24,-0.5,1.0,6.6,54,31.5,68.5,0.88,-0.1,-22.01,5.42,2.64,2.05,2,10,25.98,-6.35,80.0,27,25.9,-3377.68,27,37.0,2189.4,99.4,540.0,5.4,3,3,Jan (+18.08%),Feb (-13.38%),18.08,-13.38,-8.18,-12.94,4.05,3.58
EMA_SAR_105_185_30m,30m,105,185,Stop-and-Reverse (SAR),10000.0,8808.95,-1191.05,-11.91,-22.57,35.19,52.32,7288.91,30.63,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.16,-0.2,-0.26,-0.43,1.0,5.0,36,27.8,72.2,0.86,-0.09,-33.08,8.55,3.41,2.51,2,10,27.49,-11.26,120.0,18,27.8,-3013.77,18,27.8,1822.74,99.4,360.0,3.6,3,3,Jun (+16.35%),Feb (-18.38%),15.45,-18.38,-14.8,-8.53,3.1,16.35
EMA_SAR_100_160_1h,1h,100,160,Stop-and-Reverse (SAR),10000.0,8809.32,-1190.68,-11.91,-22.56,35.19,44.46,5839.56,23.7,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.2,-0.25,-0.33,-0.51,0.99,5.0,24,20.8,79.2,0.83,-0.15,-49.61,13.94,3.85,3.62,1,6,33.27,-9.66,178.9,12,16.7,-3087.73,12,25.0,1897.06,98.9,240.0,2.4,2,4,Jan (+12.21%),Mar (-16.31%),12.21,-5.66,-16.31,-5.36,-0.89,6.01
EMA_SAR_5_90_1h,1h,5,90,Stop-and-Reverse (SAR),10000.0,8808.11,-1191.89,-11.92,-22.58,35.18,41.22,5949.59,25.63,2026-02-05T23:00,2026-06-23T02:00,3480.0,-0.2,-0.19,-0.27,-0.55,0.99,6.0,110,26.4,73.6,0.9,-0.05,-10.84,3.84,1.44,2.67,3,11,28.77,-5.46,39.0,55,20.0,-3569.43,55,32.7,2377.54,98.9,1100.0,11.0,2,4,Jan (+22.18%),Mar (-18.72%),22.18,-4.8,-18.72,-5.94,0.07,-1.02
EMA_SAR_110_160_1h,1h,110,160,Stop-and-Reverse (SAR),10000.0,8806.18,-1193.82,-11.94,-22.62,35.16,44.21,5980.2,24.18,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.2,-0.25,-0.33,-0.51,0.99,5.1,26,19.2,80.8,0.84,-0.14,-45.92,13.96,3.5,3.99,1,6,33.87,-9.8,165.1,13,15.4,-3197.56,13,23.1,2003.74,98.9,260.0,2.6,2,4,Jan (+15.69%),Mar (-17.45%),15.69,-6.26,-17.45,-3.52,-0.49,2.47
EMA_SAR_110_180_30m,30m,110,180,Stop-and-Reverse (SAR),10000.0,8805.3,-1194.7,-11.95,-22.63,35.15,52.41,7286.03,30.6,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.16,-0.2,-0.26,-0.43,1.0,5.0,36,27.8,72.2,0.86,-0.09,-33.19,8.51,3.4,2.5,2,10,27.45,-10.98,120.0,18,27.8,-3010.59,18,27.8,1815.87,99.4,360.0,3.6,3,3,Jun (+16.76%),Feb (-18.16%),15.21,-18.16,-14.82,-9.23,3.43,16.76
EMA_SAR_60_80_30m,30m,60,80,Stop-and-Reverse (SAR),10000.0,8803.77,-1196.23,-11.96,-22.66,35.14,48.41,7477.97,30.33,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.16,-0.18,-0.24,-0.47,1.0,3.8,74,33.8,66.2,0.9,-0.07,-16.17,4.23,2.26,1.87,2,7,29.98,-6.35,58.4,37,24.3,-3304.48,37,43.2,2108.23,99.4,740.0,7.4,2,4,Jan (+29.26%),Apr (-16.51%),29.26,-10.97,-12.77,-16.51,-3.48,8.82
EMA_SAR_25_195_1h,1h,25,195,Stop-and-Reverse (SAR),10000.0,8801.09,-1198.91,-11.99,-22.71,35.11,47.65,6513.26,27.18,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.18,-0.23,-0.31,-0.48,0.99,5.7,40,17.5,82.5,0.86,-0.1,-29.97,11.73,2.61,4.49,2,10,29.28,-7.05,107.3,20,15.0,-3218.18,20,20.0,2019.29,98.9,400.0,4.0,3,3,Jan (+15.73%),Mar (-22.80%),15.73,-7.02,-22.8,-7.96,6.45,8.13
EMA_SAR_35_165_1h,1h,35,165,Stop-and-Reverse (SAR),10000.0,8800.15,-1199.85,-12.0,-22.73,35.1,49.01,6658.0,27.98,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.18,-0.22,-0.3,-0.46,0.99,5.3,38,18.4,81.6,0.85,-0.11,-31.58,11.44,2.72,4.21,2,8,29.19,-7.14,113.0,19,15.8,-3200.03,19,21.1,2000.17,98.9,380.0,3.8,3,3,Jan (+14.92%),Mar (-18.88%),14.92,-10.93,-18.88,-8.43,3.75,11.55
EMA_SAR_25_130_30m,30m,25,130,Stop-and-Reverse (SAR),10000.0,8792.75,-1207.25,-12.07,-22.85,35.03,47.55,7581.6,30.53,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.16,-0.18,-0.24,-0.48,1.0,4.1,90,28.9,71.1,0.9,-0.05,-13.41,4.34,1.84,2.36,3,8,29.44,-5.82,48.0,45,22.2,-3458.74,45,35.6,2251.49,99.4,900.0,9.0,2,4,Jan (+33.66%),Mar (-16.38%),33.66,-10.12,-16.38,-10.55,-4.73,2.71
EMA_SAR_45_150_5m,5m,45,150,Stop-and-Reverse (SAR),10000.0,8791.94,-1208.06,-12.08,-22.87,35.02,42.12,6155.26,20.61,2026-02-07T04:20,2026-06-02T06:30,3451.6,-0.2,-0.13,-0.17,-0.54,1.0,9.0,380,25.5,74.5,0.96,-0.01,-3.18,2.65,0.91,2.89,4,14,23.91,-5.38,11.4,190,25.3,-2912.14,190,25.8,1704.1,99.9,3800.0,38.0,4,2,Feb (+21.52%),May (-21.37%),12.73,21.52,-19.73,1.28,-21.37,0.4
EMA_SAR_25_180_1h,1h,25,180,Stop-and-Reverse (SAR),10000.0,8788.21,-1211.79,-12.12,-22.94,34.98,49.13,6933.16,27.44,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.17,-0.23,-0.31,-0.47,0.99,5.3,40,17.5,82.5,0.86,-0.11,-30.29,11.61,2.6,4.47,2,10,29.31,-7.04,107.3,20,15.0,-3239.35,20,20.0,2027.55,98.9,400.0,4.0,3,3,Jan (+19.45%),Mar (-22.15%),19.45,-6.38,-22.15,-12.56,7.27,7.63
EMA_SAR_90_180_30m,30m,90,180,Stop-and-Reverse (SAR),10000.0,8780.83,-1219.17,-12.19,-23.07,34.91,47.21,6473.95,28.17,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.19,-0.2,-0.27,-0.49,1.0,4.2,46,30.4,69.6,0.86,-0.12,-26.5,6.15,2.86,2.15,2,10,26.85,-7.27,93.9,23,30.4,-3135.8,23,30.4,1916.66,99.4,460.0,4.6,2,4,Jun (+16.21%),Mar (-14.00%),13.35,-10.4,-14.0,-11.24,-2.53,16.21
EMA_SAR_110_155_1h,1h,110,155,Stop-and-Reverse (SAR),10000.0,8772.62,-1227.38,-12.27,-23.21,34.83,42.96,5658.07,22.99,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.22,-0.26,-0.35,-0.54,0.99,5.4,24,20.8,79.2,0.83,-0.17,-51.14,13.72,3.82,3.59,1,6,33.76,-9.26,178.9,12,16.7,-3140.46,12,25.0,1913.09,98.9,240.0,2.4,2,4,Jan (+12.60%),Mar (-15.23%),12.6,-5.07,-15.23,-5.02,-0.56,2.51
EMA_SAR_45_90_1h,1h,45,90,Stop-and-Reverse (SAR),10000.0,8767.82,-1232.18,-12.32,-23.3,34.78,46.59,6271.78,26.85,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.2,-0.22,-0.3,-0.5,0.99,4.4,46,26.1,73.9,0.86,-0.12,-26.79,7.06,2.65,2.66,2,10,27.46,-7.27,93.3,23,21.7,-3300.3,23,30.4,2068.08,98.9,460.0,4.6,2,4,Jun (+14.73%),Mar (-12.89%),12.69,-11.08,-12.89,-10.46,-2.22,14.73
EMA_SAR_45_165_5m,5m,45,165,Stop-and-Reverse (SAR),10000.0,8766.72,-1233.28,-12.33,-23.31,34.77,45.38,7174.91,23.8,2026-02-07T04:20,2026-06-30T03:15,3451.6,-0.17,-0.14,-0.19,-0.51,1.0,6.4,366,25.1,74.9,0.96,-0.01,-3.37,2.75,0.93,2.95,3,16,23.78,-4.49,11.9,183,24.6,-2999.77,183,25.7,1766.51,99.9,3660.0,36.6,3,3,Jan (+21.70%),Mar (-21.40%),21.7,14.94,-21.4,1.83,-19.25,-3.03
EMA_SAR_35_195_5m,5m,35,195,Stop-and-Reverse (SAR),10000.0,8759.47,-1240.53,-12.41,-23.44,34.69,44.23,6647.11,21.34,2026-02-07T04:20,2026-06-02T06:30,3451.6,-0.19,-0.15,-0.19,-0.53,1.0,6.7,388,23.5,76.5,0.96,-0.01,-3.2,2.75,0.85,3.23,4,15,23.69,-4.44,11.2,194,24.2,-2967.95,194,22.7,1727.48,99.9,3880.0,38.8,3,3,Jan (+19.78%),May (-22.27%),19.78,12.05,-13.69,-2.91,-22.27,0.2
EMA_SAR_105_160_30m,30m,105,160,Stop-and-Reverse (SAR),10000.0,8758.7,-1241.3,-12.41,-23.46,34.69,49.21,6890.38,28.7,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.18,-0.21,-0.28,-0.48,0.99,3.6,42,28.6,71.4,0.86,-0.13,-29.55,7.05,3.0,2.35,2,10,27.46,-7.66,102.8,21,28.6,-3127.94,21,28.6,1886.66,99.4,420.0,4.2,2,4,Jun (+17.09%),Mar (-13.94%),16.03,-10.78,-13.94,-12.82,-3.7,17.09
EMA_SAR_25_160_30m,30m,25,160,Stop-and-Reverse (SAR),10000.0,8754.47,-1245.53,-12.46,-23.53,34.64,44.02,6570.29,28.78,2026-02-06T00:00,2026-03-09T23:30,3479.5,-0.19,-0.2,-0.27,-0.53,1.0,5.1,82,26.8,73.2,0.89,-0.07,-15.19,4.8,1.85,2.59,4,11,29.08,-5.84,52.7,41,22.0,-3436.25,41,31.7,2190.74,99.4,820.0,8.2,2,4,Jan (+25.09%),Mar (-14.95%),25.09,-9.92,-14.95,-7.82,-0.96,0.06
EMA_SAR_85_200_30m,30m,85,200,Stop-and-Reverse (SAR),10000.0,8751.79,-1248.21,-12.48,-23.58,34.62,50.09,6803.13,28.81,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.18,-0.21,-0.28,-0.47,0.99,5.0,44,25.0,75.0,0.85,-0.13,-28.37,7.59,2.7,2.81,2,10,26.88,-7.52,98.1,22,27.3,-3098.75,22,22.7,1850.55,99.4,440.0,4.4,3,3,Jun (+15.84%),Mar (-16.25%),12.26,-10.75,-16.25,-12.2,2.54,15.84
EMA_SAR_5_175_30m,30m,5,175,Stop-and-Reverse (SAR),10000.0,8746.9,-1253.1,-12.53,-23.66,34.57,43.36,6507.0,25.28,2026-02-06T00:00,2026-06-23T01:00,3479.5,-0.19,-0.21,-0.28,-0.55,1.0,3.7,150,22.7,77.3,0.91,-0.04,-8.35,3.71,1.14,3.26,2,11,29.05,-4.63,28.8,75,17.3,-3485.66,75,28.0,2232.59,99.4,1500.0,15.0,1,5,Jan (+25.81%),Mar (-15.61%),25.81,-5.97,-15.61,-1.65,-4.61,-6.61
EMA_SAR_95_100_1h,1h,95,100,Stop-and-Reverse (SAR),10000.0,8747.16,-1252.84,-12.53,-23.66,34.57,48.72,6579.38,27.49,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.19,-0.24,-0.32,-0.49,0.99,5.4,32,25.0,75.0,0.84,-0.13,-39.15,9.77,3.44,2.84,2,8,28.56,-9.44,134.2,16,25.0,-3197.44,16,25.0,1944.6,98.9,320.0,3.2,3,3,Jan (+14.07%),Feb (-15.90%),14.07,-15.9,-11.6,-11.14,4.71,10.85
EMA_SAR_95_200_30m,30m,95,200,Stop-and-Reverse (SAR),10000.0,8746.99,-1253.01,-12.53,-23.66,34.57,51.98,7153.97,30.31,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.18,-0.22,-0.29,-0.46,0.99,5.0,36,27.8,72.2,0.85,-0.12,-34.81,8.41,3.4,2.47,2,10,26.88,-9.42,120.0,18,27.8,-3035.43,18,27.8,1782.41,99.4,360.0,3.6,3,3,Jun (+16.15%),Mar (-17.03%),13.75,-14.75,-17.03,-9.64,3.58,16.15
EMA_SAR_25_180_30m,30m,25,180,Stop-and-Reverse (SAR),10000.0,8746.87,-1253.13,-12.53,-23.66,34.57,48.52,7446.54,31.69,2026-02-06T00:00,2026-05-01T20:30,3479.5,-0.17,-0.21,-0.28,-0.49,1.0,5.4,70,28.6,71.4,0.88,-0.08,-17.9,5.08,2.14,2.37,2,11,28.06,-5.46,61.7,35,22.9,-3437.85,35,34.3,2184.76,99.4,700.0,7.0,3,3,Jan (+28.59%),Mar (-19.62%),28.59,-10.93,-19.62,-11.3,1.5,5.53
EMA_SAR_20_185_1h,1h,20,185,Stop-and-Reverse (SAR),10000.0,8742.63,-1257.37,-12.57,-23.74,34.53,45.66,6235.12,26.56,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.2,-0.25,-0.34,-0.52,0.99,6.3,42,19.0,81.0,0.85,-0.11,-29.94,10.23,2.55,4.01,2,8,29.03,-6.21,102.2,21,19.0,-3281.71,21,19.0,2024.33,98.9,420.0,4.2,3,3,Jan (+15.68%),Mar (-22.66%),15.68,-5.22,-22.66,-9.09,9.43,3.64
EMA_SAR_35_175_1h,1h,35,175,Stop-and-Reverse (SAR),10000.0,8742.96,-1257.04,-12.57,-23.74,34.53,47.05,6313.22,26.97,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.2,-0.25,-0.33,-0.5,0.99,5.9,38,18.4,81.6,0.84,-0.13,-33.08,11.28,2.71,4.17,2,8,28.95,-7.14,113.0,19,15.8,-3239.39,19,21.1,1982.33,98.9,380.0,3.8,3,3,Jan (+13.47%),Mar (-17.83%),13.47,-10.13,-17.83,-7.89,4.81,8.08
EMA_SAR_60_200_1h,1h,60,200,Stop-and-Reverse (SAR),10000.0,8741.81,-1258.19,-12.58,-23.76,34.52,44.69,6105.8,24.28,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.21,-0.28,-0.37,-0.53,0.99,6.6,30,20.0,80.0,0.84,-0.12,-41.94,12.84,3.37,3.81,2,6,35.19,-9.18,143.1,15,20.0,-3160.48,15,20.0,1902.3,98.9,300.0,3.0,3,3,Jan (+17.40%),Mar (-19.15%),17.4,-5.21,-19.15,-4.43,0.15,1.51
EMA_SAR_55_150_5m,5m,55,150,Stop-and-Reverse (SAR),10000.0,8737.38,-1262.62,-12.63,-23.83,34.47,42.53,6360.69,20.58,2026-02-07T04:20,2026-06-29T16:50,3451.6,-0.2,-0.15,-0.2,-0.56,1.0,7.2,348,26.7,73.3,0.96,-0.01,-3.63,2.67,0.98,2.72,3,15,23.78,-4.49,12.5,174,26.4,-2990.1,174,27.0,1727.57,99.9,3480.0,34.8,3,3,Jan (+16.26%),May (-20.39%),16.26,15.65,-16.82,2.39,-20.39,-4.15
EMA_SAR_90_175_30m,30m,90,175,Stop-and-Reverse (SAR),10000.0,8733.65,-1266.35,-12.66,-23.9,34.44,48.14,6551.1,28.49,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.19,-0.22,-0.29,-0.5,0.99,3.9,46,30.4,69.6,0.86,-0.13,-27.53,6.19,2.89,2.14,2,10,26.95,-7.27,93.9,23,30.4,-3117.95,23,30.4,1851.66,99.4,460.0,4.6,2,4,Jun (+17.74%),Mar (-16.16%),12.47,-9.48,-16.16,-12.79,-0.35,17.74
EMA_SAR_35_175_30m,30m,35,175,Stop-and-Reverse (SAR),10000.0,8731.77,-1268.23,-12.68,-23.93,34.42,50.3,7983.86,32.17,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.16,-0.21,-0.29,-0.48,0.99,3.3,66,24.2,75.8,0.88,-0.09,-19.22,6.07,2.06,2.95,2,14,28.61,-5.84,65.4,33,21.2,-3476.65,33,27.3,2208.42,99.4,660.0,6.6,2,4,Jan (+32.83%),Mar (-19.59%),32.83,-12.17,-19.59,-12.13,-0.24,6.19
