Strategy_Note,Logic,Fast_EMA,Slow_EMA,Y_Factor,Y_Value,X_Pct,Fixed_Add_USD,Max_Possible_Adds,Initial_Capital,Final_Equity,Total_Return_Pct,Max_Drawdown_Pct,Sharpe,Win_Rate_Pct,Profit_Factor,Total_Closed_Trades,Total_Series_Adds,Avg_Adds_Per_Trade,Base_Return_Pct,Alpha_vs_Base_Pct,Alpha_vs_BH_Pct,Pyramid_Added_Pct,M_Jan,M_Feb,M_Mar,M_Apr,M_May,M_Jun,M_Jul,M_Aug
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(3.0) X=10%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,3.0,10,1000.0,10,10000.0,12511.2,25.11,12.57,1.39,37.5,1.2,16,52,3.2,100.26,-75.15,43.79,-75.15,3.46,14.88,-5.69,-0.55,1.51,14.72,-6.93,3.84
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(3.0) X=15%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,3.0,15,1500.0,6,10000.0,13209.06,32.09,12.58,1.65,37.5,1.52,16,45,2.8,100.26,-68.17,50.77,-68.17,5.61,15.04,-6.76,-0.82,2.25,15.71,-5.54,5.55
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(3.0) X=20%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,3.0,20,2000.0,5,10000.0,13387.58,33.88,14.73,1.57,37.5,1.72,16,41,2.6,100.26,-66.38,52.56,-66.38,5.31,12.96,-7.91,-1.14,3.12,18.45,-5.98,8.13
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(3.0) X=25%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,3.0,25,2500.0,4,10000.0,13600.33,36.0,16.31,1.54,37.5,1.94,16,37,2.3,100.26,-64.26,54.68,-64.26,6.74,11.82,-9.09,-1.43,3.95,18.63,-5.75,10.03
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(3.0) X=30%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,3.0,30,3000.0,3,10000.0,14754.45,47.54,14.91,1.94,43.75,2.51,16,31,1.9,100.26,-52.72,66.22,-52.72,10.71,13.68,-7.31,-0.11,4.03,15.07,-3.68,10.41
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(3.0) X=50%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,3.0,50,5000.0,2,10000.0,14948.52,49.49,18.61,1.83,43.75,3.44,16,23,1.4,100.26,-50.77,68.17,-50.77,7.03,7.64,-6.41,0.96,4.76,17.52,-2.78,15.64
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(5.0) X=5%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,5.0,5,500.0,20,10000.0,10655.4,6.55,6.33,0.8,37.5,0.98,16,42,2.6,100.26,-93.71,25.23,-93.71,1.0,4.94,-2.58,-0.16,0.28,4.74,-3.67,2.25
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(5.0) X=10%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,5.0,10,1000.0,10,10000.0,11310.81,13.11,11.69,0.87,37.5,0.98,16,42,2.6,100.26,-87.15,31.79,-87.15,2.0,9.77,-4.87,-0.31,0.55,9.19,-6.82,4.32
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(5.0) X=15%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,5.0,15,1500.0,6,10000.0,12476.71,24.77,11.72,1.4,37.5,1.41,16,37,2.3,100.26,-75.49,43.45,-75.49,2.99,14.24,-5.03,-0.44,0.78,12.85,-6.71,5.97
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(5.0) X=20%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,5.0,20,2000.0,5,10000.0,13057.7,30.58,12.23,1.59,37.5,1.68,16,34,2.1,100.26,-69.68,49.26,-69.68,3.99,13.92,-5.17,-0.59,1.04,15.89,-7.01,7.73
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(5.0) X=25%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,5.0,25,2500.0,4,10000.0,13448.15,34.48,12.04,1.68,37.5,1.89,16,32,2.0,100.26,-65.78,53.16,-65.78,5.47,12.35,-5.58,-0.74,1.31,17.46,-6.73,9.54
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(5.0) X=30%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,5.0,30,3000.0,3,10000.0,13947.12,39.47,13.94,1.75,37.5,2.13,16,30,1.9,100.26,-60.79,58.15,-60.79,6.56,14.66,-6.49,-0.87,1.54,16.44,-5.78,11.02
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(5.0) X=50%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,5.0,50,5000.0,2,10000.0,14821.03,48.21,16.17,1.86,43.75,3.39,16,22,1.4,100.26,-52.05,66.89,-52.05,6.06,7.71,-4.17,1.13,3.15,17.79,-4.21,15.7
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(7.0) X=5%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,7.0,5,500.0,20,10000.0,10690.31,6.9,4.66,1.09,43.75,1.29,16,34,2.1,100.26,-93.36,25.58,-93.36,1.33,3.52,-1.96,-0.0,0.34,3.91,-2.49,2.32
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(7.0) X=10%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,7.0,10,1000.0,10,10000.0,11380.62,13.81,8.68,1.15,43.75,1.29,16,34,2.1,100.26,-86.45,32.49,-86.45,2.66,6.94,-3.75,-0.01,0.67,7.59,-4.66,4.45
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(7.0) X=15%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,7.0,15,1500.0,6,10000.0,12263.74,22.64,12.01,1.34,43.75,1.45,16,33,2.1,100.26,-77.62,41.32,-77.62,4.0,11.36,-4.63,-0.01,0.96,10.87,-6.48,6.31
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(7.0) X=20%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,7.0,20,2000.0,5,10000.0,13228.08,32.28,12.38,1.76,43.75,1.85,16,30,1.9,100.26,-67.98,50.96,-67.98,5.33,12.88,-4.39,-0.01,1.24,14.1,-6.38,7.92
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(7.0) X=25%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,7.0,25,2500.0,4,10000.0,13918.85,39.19,11.52,2.04,43.75,2.15,16,28,1.8,100.26,-61.07,57.87,-61.07,6.66,12.42,-4.55,-0.02,1.54,16.34,-5.71,9.55
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(7.0) X=30%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,7.0,30,3000.0,3,10000.0,14525.72,45.26,11.76,2.16,43.75,2.42,16,26,1.6,100.26,-55.0,63.94,-55.0,7.99,14.72,-5.28,-0.02,1.8,15.27,-4.59,10.96
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(7.0) X=50%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,7.0,50,5000.0,2,10000.0,14367.35,43.67,17.39,1.77,43.75,2.93,16,22,1.4,100.26,-56.59,62.35,-56.59,5.43,7.75,-6.3,-0.04,3.32,18.47,-4.56,16.28
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(10.0) X=5%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,10.0,5,500.0,20,10000.0,10608.59,6.09,3.63,1.24,37.5,1.5,16,29,1.8,100.26,-94.17,24.77,-94.17,0.78,3.36,-1.52,-0.09,0.15,3.07,-1.69,2.09
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(10.0) X=10%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,10.0,10,1000.0,10,10000.0,11217.18,12.17,6.88,1.29,37.5,1.5,16,29,1.8,100.26,-88.09,30.85,-88.09,1.56,6.66,-2.92,-0.18,0.28,5.98,-3.22,4.03
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(10.0) X=15%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,10.0,15,1500.0,6,10000.0,11825.77,18.26,9.82,1.33,37.5,1.5,16,29,1.8,100.26,-82.0,36.94,-82.0,2.34,9.91,-4.22,-0.27,0.42,8.76,-4.59,5.83
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(10.0) X=20%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,10.0,20,2000.0,5,10000.0,12496.08,24.96,10.64,1.52,37.5,1.66,16,28,1.8,100.26,-75.3,43.64,-75.3,3.11,12.77,-4.58,-0.35,0.54,11.34,-5.81,7.47
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(10.0) X=25%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,10.0,25,2500.0,4,10000.0,12955.82,29.56,12.8,1.61,37.5,1.81,16,27,1.7,100.26,-70.7,48.24,-70.7,3.89,13.19,-4.7,-0.43,0.67,14.04,-7.02,9.14
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(10.0) X=30%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,10.0,30,3000.0,3,10000.0,13681.84,36.82,12.65,1.81,37.5,1.98,16,26,1.6,100.26,-63.44,55.5,-63.44,4.67,15.71,-5.48,-0.5,0.78,14.79,-5.72,10.52
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PRICE_FROM_LAST_PCT(10.0) X=50%",EMA_CROSS_SAR,199,234.0,PRICE_FROM_LAST_PCT,10.0,50,5000.0,2,10000.0,13170.05,31.7,18.29,1.52,37.5,2.84,16,21,1.3,100.26,-68.56,50.38,-68.56,4.5,7.82,-6.32,-0.91,0.83,9.26,-2.76,17.98
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(0.5) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,0.5,5,500.0,20,10000.0,15025.82,50.26,17.56,1.9,43.75,2.13,16,178,11.1,100.26,-50.0,68.94,-50.0,12.69,13.94,-11.15,-0.99,8.57,16.25,-3.51,10.0
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(0.5) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,0.5,10,1000.0,10,10000.0,15908.12,59.08,17.16,2.09,43.75,2.7,16,98,6.1,100.26,-41.18,77.76,-41.18,13.48,13.06,-9.13,-0.59,8.15,15.79,-2.91,13.66
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(0.5) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,0.5,15,1500.0,6,10000.0,15896.83,58.97,15.81,2.17,43.75,3.01,16,67,4.2,100.26,-41.29,77.65,-41.29,14.08,13.0,-7.71,-0.19,6.52,14.04,-2.48,13.7
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(0.5) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,0.5,20,2000.0,5,10000.0,16054.43,60.54,17.84,2.09,43.75,3.16,16,57,3.6,100.26,-39.72,79.22,-39.72,12.48,11.72,-7.71,-0.11,6.98,15.93,-2.63,15.55
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(0.5) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,0.5,25,2500.0,4,10000.0,15975.85,59.76,17.89,2.08,43.75,3.34,16,48,3.0,100.26,-40.5,78.44,-40.5,12.1,10.99,-6.98,0.08,6.44,15.99,-2.54,15.45
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(0.5) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,0.5,30,3000.0,3,10000.0,16124.5,61.24,15.74,2.23,43.75,3.57,16,39,2.4,100.26,-39.02,79.92,-39.02,14.95,12.86,-5.82,0.3,4.54,13.82,-2.1,13.62
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(0.5) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,0.5,50,5000.0,2,10000.0,15353.72,53.54,20.0,1.91,43.75,3.95,16,27,1.7,100.26,-46.72,72.22,-46.72,8.32,7.55,-4.96,0.95,3.4,17.0,-2.32,17.15
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.0,5,500.0,20,10000.0,14529.81,45.3,16.07,1.81,37.5,1.8,16,159,9.9,100.26,-54.96,63.98,-54.96,9.55,14.74,-9.55,-1.25,7.23,16.79,-4.69,8.92
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.0,10,1000.0,10,10000.0,15284.03,52.84,16.95,1.96,43.75,2.34,16,89,5.6,100.26,-47.42,71.52,-47.42,10.94,13.57,-9.19,-0.48,7.3,16.4,-3.45,12.01
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.0,15,1500.0,6,10000.0,15468.49,54.68,15.88,2.07,43.75,2.69,16,60,3.8,100.26,-45.58,73.36,-45.58,12.89,13.19,-8.6,-0.22,6.09,14.48,-2.59,12.9
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.0,20,2000.0,5,10000.0,15601.03,56.01,18.23,1.99,43.75,2.81,16,51,3.2,100.26,-44.25,74.69,-44.25,11.52,11.85,-9.07,-0.1,6.61,16.46,-2.9,15.04
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.0,25,2500.0,4,10000.0,15678.63,56.79,18.81,2.01,43.75,3.02,16,43,2.7,100.26,-43.47,75.47,-43.47,11.4,11.07,-8.39,0.06,6.08,16.49,-2.79,15.91
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.0,30,3000.0,3,10000.0,16050.11,60.5,17.26,2.2,43.75,3.3,16,36,2.2,100.26,-39.76,79.18,-39.76,14.49,12.92,-7.21,0.28,4.52,14.11,-2.17,15.05
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.0,50,5000.0,2,10000.0,15153.66,51.54,21.72,1.85,43.75,3.64,16,27,1.7,100.26,-48.72,70.22,-48.72,8.23,7.55,-6.35,0.95,3.16,17.37,-2.29,17.31
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.5) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.5,5,500.0,20,10000.0,13599.8,36.0,16.19,1.54,31.25,1.55,16,153,9.6,100.26,-64.26,54.68,-64.26,6.08,14.69,-9.58,-2.94,6.37,18.11,-6.43,8.84
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.5) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.5,10,1000.0,10,10000.0,14710.28,47.1,17.2,1.83,37.5,2.1,16,84,5.2,100.26,-53.16,65.78,-53.16,8.73,14.12,-8.77,-1.29,7.15,16.89,-4.96,11.22
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.5) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.5,15,1500.0,6,10000.0,15022.46,50.22,15.62,1.96,43.75,2.54,16,57,3.6,100.26,-50.04,68.9,-50.04,10.44,13.79,-8.74,-0.51,6.36,14.88,-3.52,12.39
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.5) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.5,20,2000.0,5,10000.0,15281.56,52.82,17.71,1.91,43.75,2.7,16,48,3.0,100.26,-47.44,71.5,-47.44,9.7,12.19,-9.1,-0.33,7.28,16.72,-3.41,14.14
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.5) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.5,25,2500.0,4,10000.0,15383.89,53.84,17.54,1.94,43.75,2.87,16,40,2.5,100.26,-46.42,72.52,-46.42,9.72,11.34,-8.67,-0.0,7.17,16.66,-3.13,14.7
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.5) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.5,30,3000.0,3,10000.0,15810.64,58.11,15.61,2.15,43.75,3.17,16,33,2.1,100.26,-42.15,76.79,-42.15,13.09,13.2,-7.33,0.29,5.58,14.21,-2.36,13.57
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(1.5) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,1.5,50,5000.0,2,10000.0,15489.33,54.89,19.55,1.96,43.75,3.73,16,24,1.5,100.26,-45.37,73.57,-45.37,7.64,7.59,-6.38,0.96,5.8,17.03,-2.25,17.83
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(2.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,2.0,5,500.0,20,10000.0,13102.22,31.02,17.65,1.37,31.25,1.38,16,150,9.4,100.26,-69.24,49.7,-69.24,3.96,15.17,-9.95,-3.7,5.12,19.14,-7.45,9.33
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(2.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,2.0,10,1000.0,10,10000.0,14249.92,42.5,15.43,1.72,37.5,1.84,16,81,5.1,100.26,-57.76,61.18,-57.76,6.67,14.55,-8.98,-2.25,5.72,17.92,-5.54,11.86
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(2.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,2.0,15,1500.0,6,10000.0,14917.29,49.17,16.01,1.97,37.5,2.4,16,54,3.4,100.26,-51.09,67.85,-51.09,9.17,14.04,-7.6,-0.85,5.34,15.23,-4.01,12.84
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(2.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,2.0,20,2000.0,5,10000.0,15145.95,51.46,16.68,1.91,43.75,2.59,16,46,2.9,100.26,-48.8,70.14,-48.8,8.44,12.46,-8.31,-0.71,6.38,17.11,-3.96,14.76
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(2.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,2.0,25,2500.0,4,10000.0,15222.75,52.23,17.62,1.89,43.75,2.78,16,39,2.4,100.26,-48.03,70.91,-48.03,8.71,11.55,-8.85,-0.16,6.25,17.19,-3.35,15.48
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(2.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,2.0,30,3000.0,3,10000.0,15668.3,56.68,15.17,2.12,43.75,3.04,16,32,2.0,100.26,-43.58,75.36,-43.58,11.88,13.47,-7.75,0.29,5.06,14.6,-2.53,14.39
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(2.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,2.0,50,5000.0,2,10000.0,15526.73,55.27,18.55,1.98,43.75,3.73,16,23,1.4,100.26,-44.99,73.95,-44.99,7.5,7.6,-6.39,0.96,5.12,17.31,-2.46,19.02
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(3.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,3.0,5,500.0,20,10000.0,12100.06,21.0,21.03,1.05,31.25,1.13,16,143,8.9,100.26,-79.26,39.68,-79.26,1.11,15.79,-10.92,-4.99,3.29,19.77,-8.4,8.22
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(3.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,3.0,10,1000.0,10,10000.0,13403.71,34.04,15.99,1.48,31.25,1.53,16,79,4.9,100.26,-66.22,52.72,-66.22,4.91,14.89,-8.82,-2.88,4.77,18.62,-7.34,9.5
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(3.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,3.0,15,1500.0,6,10000.0,14176.22,41.76,14.03,1.8,37.5,2.0,16,52,3.2,100.26,-58.5,60.44,-58.5,7.79,14.33,-7.23,-1.31,4.46,15.7,-5.26,10.17
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(3.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,3.0,20,2000.0,5,10000.0,14617.61,46.18,16.15,1.82,37.5,2.29,16,44,2.8,100.26,-54.08,64.86,-54.08,7.37,12.63,-7.04,-0.81,5.14,17.46,-5.2,12.52
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(3.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,3.0,25,2500.0,4,10000.0,14929.99,49.3,15.3,1.9,43.75,2.62,16,37,2.3,100.26,-50.96,67.98,-50.96,7.72,11.71,-6.25,-0.45,5.2,17.22,-4.71,13.74
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(3.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,3.0,30,3000.0,3,10000.0,15392.49,53.92,14.86,2.1,43.75,2.92,16,31,1.9,100.26,-46.34,72.6,-46.34,11.36,13.59,-6.14,0.31,4.57,14.53,-3.44,12.33
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(3.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,3.0,50,5000.0,2,10000.0,14948.52,49.49,18.61,1.83,43.75,3.44,16,23,1.4,100.26,-50.77,68.17,-50.77,7.03,7.64,-6.41,0.96,4.76,17.52,-2.78,15.64
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(5.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,5.0,5,500.0,20,10000.0,12437.35,24.37,12.71,1.31,31.25,0.86,16,96,6.0,100.26,-75.89,43.05,-75.89,0.05,18.02,-6.23,-1.65,0.58,16.79,-7.58,5.41
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(5.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,5.0,10,1000.0,10,10000.0,12561.54,25.62,17.15,1.29,31.25,1.16,16,66,4.1,100.26,-74.64,44.3,-74.64,1.18,16.36,-8.97,-3.4,1.22,19.72,-7.74,8.92
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(5.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,5.0,15,1500.0,6,10000.0,12921.83,29.22,16.8,1.41,31.25,1.48,16,50,3.1,100.26,-71.04,47.9,-71.04,3.14,15.48,-8.6,-2.76,1.97,17.75,-7.05,9.82
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(5.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,5.0,20,2000.0,5,10000.0,13259.08,32.59,16.47,1.45,31.25,1.69,16,43,2.7,100.26,-67.67,51.27,-67.67,3.5,13.43,-8.38,-2.16,2.87,19.46,-7.82,11.73
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(5.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,5.0,25,2500.0,4,10000.0,13767.72,37.68,15.21,1.6,31.25,2.03,16,36,2.2,100.26,-62.58,56.36,-62.58,4.65,12.3,-7.34,-1.26,3.2,18.8,-6.89,12.68
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(5.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,5.0,30,3000.0,3,10000.0,14758.0,47.58,13.66,1.97,43.75,2.54,16,30,1.9,100.26,-52.68,66.26,-52.68,8.31,14.26,-6.22,-0.01,3.26,15.39,-5.05,12.86
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(5.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,5.0,50,5000.0,2,10000.0,14821.03,48.21,16.17,1.86,43.75,3.39,16,22,1.4,100.26,-52.05,66.89,-52.05,6.06,7.71,-4.17,1.13,3.15,17.79,-4.21,15.7
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(7.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,7.0,5,500.0,20,10000.0,11748.92,17.49,13.64,1.02,37.5,0.67,16,79,4.9,100.26,-82.77,36.17,-82.77,0.82,15.27,-4.36,-0.65,0.32,12.99,-7.8,1.95
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(7.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,7.0,10,1000.0,10,10000.0,12821.84,28.22,12.41,1.53,37.5,1.11,16,51,3.2,100.26,-72.04,46.9,-72.04,1.65,16.95,-4.83,-1.28,0.64,16.17,-7.06,5.91
